# Energy_GeV  sigma_cm2
3.29729000e+00 4.67124372e-10
3.31079000e+00 5.53768234e-10
3.31712000e+00 8.04045390e-10
3.33111000e+00 3.57034558e-10
3.33494000e+00 1.79166870e-10
3.33782000e+00 3.95336521e-10
3.38770000e+00 1.04243527e-11
3.42278000e+00 4.65808166e-10
3.43040000e+00 8.59440244e-10
3.43670000e+00 5.61555488e-10
3.44479000e+00 3.79474739e-10
3.46245000e+00 1.79304733e-10
3.46457000e+00 3.97327273e-10
3.50507000e+00 1.08141990e-11
3.54755000e+00 9.17054659e-10
3.55304000e+00 4.63084529e-10
3.56234000e+00 4.02774013e-10
3.56739000e+00 5.68909156e-10
3.59483000e+00 1.79437365e-10
3.59613000e+00 3.99177472e-10
3.62650000e+00 1.12109249e-11
3.66870000e+00 9.76932214e-10
3.68391000e+00 4.26933395e-10
3.68826000e+00 4.58663149e-10
3.70306000e+00 5.75850790e-10
3.73228000e+00 1.79561583e-10
3.73269000e+00 4.00897286e-10
3.75213000e+00 1.16149307e-11
3.79399000e+00 1.03911031e-09
3.80962000e+00 4.51988609e-10
3.82862000e+00 4.63543408e-10
3.84388000e+00 5.82398101e-10
3.87444000e+00 4.02494308e-10
3.87498000e+00 1.79684408e-10
3.88212000e+00 1.20260018e-11
3.92356000e+00 1.10362357e-09
3.93962000e+00 4.77976943e-10
3.97433000e+00 4.60959679e-10
3.99006000e+00 5.88572881e-10
4.01662000e+00 1.24442259e-11
4.02156000e+00 4.03978038e-10
4.02314000e+00 1.79800472e-10
4.05755000e+00 1.17051049e-09
4.07406000e+00 5.04907478e-10
4.12558000e+00 4.58620751e-10
4.14180000e+00 5.94391663e-10
4.15577000e+00 1.28690747e-11
4.17428000e+00 4.05355006e-10
4.17696000e+00 1.79917493e-10
4.19612000e+00 1.23979931e-09
4.21309000e+00 5.32776670e-10
4.28259000e+00 4.58611634e-10
4.29931000e+00 5.99875295e-10
4.29974000e+00 1.33003726e-11
4.33279000e+00 4.06633472e-10
4.33667000e+00 1.80025816e-10
4.33942000e+00 1.31152914e-09
4.35686000e+00 5.61613482e-10
4.44557000e+00 4.56337628e-10
4.44870000e+00 1.37389859e-11
4.46281000e+00 6.05040324e-10
4.48761000e+00 1.38573611e-09
4.49733000e+00 4.07819634e-10
4.50248000e+00 1.80134238e-10
4.50554000e+00 5.91463461e-10
4.60282000e+00 1.41839436e-11
4.61475000e+00 4.54358601e-10
4.63253000e+00 6.09904912e-10
4.64086000e+00 1.46245118e-09
4.65929000e+00 6.22337665e-10
4.66811000e+00 4.08920318e-10
4.67463000e+00 1.80233120e-10
